plntname,ra_str,dec_str,mlmassplnj,mlmassplnjerr1,mlmassplnjerr2,mlmassplnjlim,mlmassplne,mlmassplneerr1,mlmassplneerr2,mlmassplnelim,mlsmaproj,mlsmaprojerr1,mlsmaprojerr2,mlsmaprojlim,mlmasslens,mlmasslenserr1,mlmasslenserr2,mlmasslenslim,mldistl,mldistlerr1,mldistlerr2,mldistllim,mldists,mldistserr1,mldistserr2,mldistslim,mltsepmin,mltsepminerr1,mltsepminerr2,mltsepminlim,mlsepminnorm,mlsepminnormerr1,mlsepminnormerr2,mlsepminnormlim,mlxtimeein,mlxtimeeinerr1,mlxtimeeinerr2,mlxtimeeinlim,mlradsnorm,mlradsnormerr1,mlradsnormerr2,mlradsnormlim,mlsepinsnorp,mlsepinsnorperr1,mlsepinsnorperr2,mlsepinsnorplim,mlmassratio,mlmassratioerr1,mlmassratioerr2,mlmassratiolim,mlangstlax,mlangstlaxerr1,mlangstlaxerr2,mlangstlaxlim,mlmagis,mlmagiserr1,mlmagiserr2,mlmagislim,mlmagibl,mlmagiblerr1,mlmagiblerr2,mlmagibllim,mlradeinang,mlradeinangerr1,mlradeinangerr2,mlradeinanglim,mlpmrells,mlpmrellserr1,mlpmrellserr2,mlpmrellslim,mlmodeldef,plntreflink
OGLE-2013-BLG-0911L b,17h55m31.98s,-29h15m13.8s,,,,,,,,,,,,,,,,,,,,,8000,2000,-2000,0,2456537.311,0.0005,-0.0006,0,-0.004626,0.000053,-0.000053,0,98.275,1.154,-1.148,0,0.971,0.118,-0.085,0,7.084,0.074,-0.064,0,345.6,0.087,-0.067,0,2.092,0.006,-0.005,0,18.104,0.049,-0.049,0,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...76M/abstract target=ref>Miyazaki et al. 2020</a>
KMT-2016-BLG-1836L b,17h53m00.08s,-30d02m26.70s,2.7,1.8,-1.4,0,730,600,-410,0,2.6,0.7,-0.6,0,0.6,0.4,-0.32,0,7100,700,-1800,0,,,,,2457487.61,0.04,-0.04,0,-0.061,0.004,-0.004,0,49.5,2.7,-2.7,0,2.2,,,1,0.88,0.02,-0.02,0,44,6,-6,0,0.431,0.019,-0.019,0,22,0.04,-0.04,0,18.25,0.01,-0.01,0,,,,,3.3,1.5,-0.9,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...98Y/abstract target=ref>Yang et al. 2020</a>
KMT-2016-BLG-1836L b,17h53m00.08s,-30d02m26.70s,2.2,1.8,-1.2,0,700,570,-380,0,2.7,0.7,-0.7,0,0.51,0.41,-0.28,0,6300,1300,2700,0,,,,,2457487.6,0.04,-0.04,0,0.061,0.005,-0.005,0,50,3.1,-3.1,0,2.2,,,1,0.89,0.02,-0.02,0,43,6,-6,0,5.849,0.023,-0.023,0,22.01,0.05,-0.05,0,18.25,0.01,-0.01,0,,,,,3.3,1.5,-0.9,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...98Y/abstract target=ref>Yang et al. 2020</a>
KMT-2016-BLG-1836L b,17h53m00.08s,-30d02m26.70s,2.3,1.9,-1.3,0,730,600,-410,0,2.7,0.7,-0.7,0,0.53,0.42,-0.29,0,6500,1200,-2800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.01,0.05,-0.05,0,,,,,,,,,3.3,1.5,-0.9,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...98Y/abstract target=ref>Yang et al. 2020</a>
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,0.649,0.33,-0.181,0,206,105,-58,0,0.947,0.377,-0.203,0,0.111,0.057,-0.031,0,950,411,-238,0,,,,,2458230.343,0.03,-0.03,0,0.039,0.002,-0.002,0,45.646,1.833,-1.833,0,1.223,0.158,-0.158,0,1.115,0.012,-0.012,0,55.91,4.32,-4.32,0,2.53,0.015,-0.015,0,19.36,0.05,-0.05,0,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>
KMT-2018-BLG-1990L b,17h53m44.49s,-22d09m09.14s,0.398,0.291,-0.112,0,126,92,-36,0,0.751,0.283,-0.137,0,0.083,0.039,-0.02,0,789,316,-169,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.36,0.05,-0.05,0,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..151R/abstract target=ref>Ryu et al. 2019</a>
OGLE-2015-BLG-1649L b,18h04m49.21s,-32d37m58.90s,2.54,1.48,-1.39,0,807,470,-442,0,2.07,0.65,-0.77,0,0.34,0.19,-0.19,0,4230,1510,-1640,0,,,,,2457241.17,0.033,-0.033,0,0.1146,0.0028,-0.0028,0,28.312,0.339,-0.339,0,1.265,0.055,-0.055,0,0.902,0.001,-0.001,0,72.27,2.12,-2.12,0,3.08,0.007,-0.007,0,19.43,0.02,-0.02,0,,,,,0.556,0.055,-0.055,0,7.138,0.674,-0.674,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2019arXiv190711536N/abstract target=ref>Nagakane et al. 2019</a>
KMT-2016-BLG-1836L b,17h53m00.08s,-30d02m26.70s,2.2,1.9,-1.1,0,700,600,-350,0,3.5,1.1,-0.9,0,0.49,0.38,-0.25,0,7100,800,-2400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,1.5,-0.9,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...98Y/abstract target=ref>Yang et al. 2020</a>
KMT-2016-BLG-1836L b,17h53m00.08s,-30d02m26.70s,2.2,1.8,-1.1,0,700,570,-350,0,3.5,1.1,-0.9,0,0.49,0.39,-0.25,0,7200,800,2200,0,,,,,2457487.68,0.06,-0.06,0,-0.056,0.004,-0.004,0,54.2,2.9,-2.9,0,2.7,,,1,1.3,0.02,-0.02,0,45,8,-8,0,0.443,0.03,-0.03,0,22.1,0.04,-0.04,0,18.25,0.01,-0.01,0,,,,,3.3,1.5,-0.9,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...98Y/abstract target=ref>Yang et al. 2020</a>
KMT-2016-BLG-1836L b,17h53m00.08s,-30d02m26.70s,2.2,1.9,-1.2,0,700,600,-380,0,3.6,1.2,-0.9,0,0.48,0.39,-0.25,0,7100,800,2600,0,,,,,2457487.69,0.07,-0.07,0,0.053,0.005,-0.005,0,56.2,3.9,-3.9,0,2.7,,,1,1.31,0.03,-0.03,0,46,9,-9,0,5.849,0.035,-0.035,0,22.14,0.05,-0.05,0,18.25,0.01,-0.01,0,,,,,3.3,1.5,-0.9,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...98Y/abstract target=ref>Yang et al. 2020</a>
KMT-2016-BLG-1836L b,17h53m00.08s,-30d02m26.70s,2.2,1.9,-1.1,0,700,600,-350,0,3.5,1.1,-0.9,0,0.49,0.38,-0.25,0,7100,800,-2400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.12,0.05,-0.05,0,,,,,,,,,3.3,1.5,-0.9,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...98Y/abstract target=ref>Yang et al. 2020</a>
OGLE-2005-BLG-169L b,18h06m05.32s,-30d43m57.5s,0.0415,0.0041,-0.0041,0,13.2,1.3,-1.3,0,3.4,0.3,-0.3,0,0.65,0.05,-0.05,0,4000,400,-400,0,8500,1500,-1500,0,,,,,0.001267,,,0,43.63,,,0,,,,,,,,,0.615,0.04,-0.04,0,,,,,20.81,0.08,-0.08,0,,,,,0.838,,,0,7.44,0.17,-0.17,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2015ApJ...808..170B/abstract target=ref>Batista et al. 2015</a>
OGLE-2003-BLG-235L b,18h05m16.35s,-28d53m42.0s,1.5,0.1,-1.2,0,480,30,-380,0,3,0.1,-1.7,0,0.36,0.03,-0.28,0,5200,200,-2900,0,,,,,2452848.06,0.13,-0.13,0,0.133,0.003,-0.003,0,61.5,1.8,-1.8,0,0.96,0.11,-0.11,0,1.12,0.007,-0.007,0,39,11,-7,0,3.906,0.024,-0.024,0,19.7,0.15,-0.15,0,20.7,0.4,-0.4,0,0.52,0.08,-0.08,0,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2004ApJ...606L.155B/abstract target=ref>Bond et al. 2004</a>
OGLE-2016-BLG-1195L b,17h55m23.50s,-30d12m26.1s,0.016,0.017,-0.009,0,5.1,5.5,-2.85,0,1.98,1.04,-0.38,0,0.37,0.38,-0.21,0,7200,850,-1020,0,,,,,2457568.771,0.002,-0.002,0,0.0512,0.0015,-0.0015,0,10.21,0.26,-0.26,0,,,,,0.9957,0.0073,-0.0073,0,0.42,0.065,-0.065,0,0.9645,0.0045,-0.0045,0,19.581,0.001,-0.001,0,,,,,0.261,0.02,-0.02,0,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.469.2434B/abstract target=ref>Bond et al. 2017</a>
OGLE-2016-BLG-1195L b,17h55m23.50s,-30d12m26.1s,0.016,0.017,-0.009,0,5.1,5.5,-2.85,0,2.15,1.13,-0.42,0,0.37,0.38,-0.21,0,7200,850,-1020,0,,,,,2457568.772,0.002,-0.002,0,0.0514,0.0014,-0.0014,0,10.16,0.25,-0.25,0,,,,,1.0698,0.0078,-0.0078,0,0.425,0.67,-0.67,0,0.9653,0.0045,-0.0045,0,19.581,0.001,-0.001,0,,,,,0.261,0.02,-0.02,0,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.469.2434B/abstract target=ref>Bond et al. 2017</a>
OGLE-2012-BLG-0026L b,17h34m18.70s,-27d08m33.9s,0.11,0.02,-0.02,0,35,6,-6,0,3.82,0.3,-0.3,0,0.82,0.13,-0.13,0,4080,300,-300,0,8130,,,0,2455991.52,0.01,-0.01,0,0.0092,0.0001,-0.0001,0,93.92,0.58,-0.58,0,1.72,0.01,-0.01,0,1.034,0.001,-0.001,0,1.3,0.01,-0.01,0,4.999,0.001,-0.001,0,,,,,,,,,0.91,0.09,-0.09,0,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762L..28H/abstract target=ref>Han et al. 2013</a>
OGLE-2012-BLG-0026L c,17h34m18.70s,-27d08m33.9s,0.68,0.1,-0.1,0,220,32,-32,0,4.63,0.37,-0.37,0,0.82,0.13,-0.13,0,4080,300,-300,0,8130,,,0,2455991.52,0.01,-0.01,0,0.0092,0.0001,-0.0001,0,93.92,0.58,-0.58,0,1.72,0.01,-0.01,0,1.254,0.006,-0.006,0,7.84,0.21,-0.21,0,3.891,0.001,-0.001,0,,,,,,,,,0.91,0.09,-0.09,0,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2013ApJ...762L..28H/abstract target=ref>Han et al. 2013</a>
OGLE-2016-BLG-1227L b,17h42m23.31s,-33d45m35.2s,4.98,3.05,-2.94,0,1580,969,-934,0,11.5,3.1,-4.3,0,0.68,0.42,-0.41,0,,,,,,,,,2457561.999,0.031,-0.031,0,0.066,0.012,-0.012,0,45.37,8.07,-8.07,0,92,17,-17,0,3.68,0.21,-0.21,0,80.334,48.383,-21.947,0,4.783,0.062,-0.062,0,16.85,0.01,-0.01,0,,,,,0.098,0.044,-0.044,0,0.79,0.1,-0.1,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>
OGLE-2016-BLG-1227L b,17h42m23.31s,-33d45m35.2s,0.79,1.3,-0.39,0,250,413,-120,0,3.4,2.1,-1,0,0.1,0.17,-0.05,0,,,,,,,,,2457561.999,0.031,-0.031,0,0.066,0.012,-0.012,0,45.37,8.07,-8.07,0,92,17,-17,0,3.68,0.21,-0.21,0,80.334,48.383,-21.947,0,4.783,0.062,-0.062,0,16.85,0.01,-0.01,0,,,,,0.098,0.044,-0.044,0,0.79,0.1,-0.1,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>
OGLE-2016-BLG-1227L b,17h42m23.31s,-33d45m35.2s,,,,,,,,,,,,,,,,,,,,,,,,,2457561.976,0.032,-0.032,0,-0.057,0.012,-0.012,0,52.23,12.76,-12.76,0,80,18,-18,0,3.57,0.24,-0.24,0,59.175,83.417,-21.841,0,4.689,0.066,-0.066,0,16.85,0.01,-0.01,0,,,,,0.113,0.058,-0.058,0,0.79,0.1,-0.1,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...91H/abstract target=ref>Han et al. 2020</a>
OGLE-2013-BLG-0911L b,17h55m31.98s,-29h15m13.8s,9.51,2.72,-1.69,0,3020,864,-537,0,0.39,0.05,-0.03,0,0.29,0.07,-0.05,0,3220,470,-350,0,8000,2000,-2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.67,0.1,-0.08,0,2.54,0.37,-0.3,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...76M/abstract target=ref>Miyazaki et al. 2020</a>
OGLE-2013-BLG-0911L b,17h55m31.98s,-29h15m13.8s,,,,,,,,,,,,,,,,,,,,,8000,2000,-2000,0,2456537.313,0.0005,-0.0005,0,0.0048,0.000077,-0.000079,0,94.698,1.612,-1.525,0,1.113,0.148,-0.118,0,0.15,0.002,-0.002,0,323.6,8.9,-8.4,0,4.197,0.004,-0.004,0,18.104,0.049,-0.049,0,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...76M/abstract target=ref>Miyazaki et al. 2020</a>
OGLE-2013-BLG-0911L b,17h55m31.98s,-29h15m13.8s,,,,,,,,,,,,,,,,,,,,,8000,2000,-2000,0,2456537.313,0.0005,-0.0005,0,-0.00462,0.000041,-0.000042,0,98.121,0.858,-0.958,0,1.136,0.09,-0.144,0,0.15,0.002,-0.002,0,306.6,9,-9.4,0,2.078,0.006,-0.008,0,18.104,0.049,-0.049,0,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...76M/abstract target=ref>Miyazaki et al. 2020</a>
